animal_id,state,agro_climatic_zone,species,breed,breed_type,age_months,body_weight_kg,parity,lactation_stage,days_in_milk,pregnancy_status,basal_milk_yield_kg,basal_milk_fat_pct,basal_dry_fodder_kg,basal_green_fodder_kg,basal_concentrate_kg,basal_mineral_mixture_g,basal_total_dmi_kg,basal_feed_cost_inr,rec_dry_fodder_kg,rec_green_fodder_kg,rec_silage_kg,rec_concentrate_kg,rec_mineral_mixture_g,rec_total_dmi_kg,rec_feed_cost_inr,daily_cost_saving_inr,post_balancing_milk_yield_kg,post_balancing_milk_fat_pct,daily_net_economic_gain_inr,ration_balanced_status,study_source
NDDB_RBP_01590,Punjab,Northern,Buffalo,Murrah,Buffalo,99,562.6,3,Early,52,0,8.24,7.38,8.9,14.6,2.7,0.0,13.36,169.07,7.8,19.0,0.0,5.3,50.0,15.59,242.1,-73.03,9.13,7.59,-31.54,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01591,Karnataka,Southern,Cattle,Tharparkar,Indigenous_Zebu,47,425.6,6,Mid,151,1,11.15,4.5,5.6,13.8,5.0,20.0,12.3,203.96,5.0,19.8,8.0,5.7,50.0,16.15,261.26,-57.3,12.51,4.87,12.89,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01592,Tamil_Nadu,Southern,Cattle,HF_Cross,Crossbred,58,423.4,1,Late,271,1,16.05,4.05,8.7,10.9,3.4,20.0,13.07,179.23,7.1,14.7,8.0,7.6,50.0,18.73,315.19,-135.96,18.45,4.44,-15.98,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01593,Gujarat,Western,Buffalo,Mehsana,Buffalo,104,551.0,3,Early,89,0,13.25,6.56,6.0,11.3,2.7,0.0,10.09,140.06,5.2,15.6,0.0,7.8,50.0,14.82,280.12,-140.06,14.92,6.74,-65.86,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01594,Karnataka,Southern,Buffalo,Mehsana,Buffalo,79,482.2,3,Mid,110,0,11.46,6.58,9.1,15.4,5.4,20.0,16.13,244.13,7.0,20.3,0.0,6.9,50.0,16.57,280.56,-36.43,12.19,6.94,8.86,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01595,Punjab,Northern,Cattle,HF_Cross,Crossbred,30,504.1,6,Late,227,0,19.1,4.0,8.3,10.3,4.1,0.0,13.22,191.51,6.7,12.8,8.0,8.8,50.0,19.07,339.21,-147.7,21.46,4.29,-33.13,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01596,Haryana,Northern,Cattle,Tharparkar,Indigenous_Zebu,45,417.0,2,Early,84,0,12.99,4.65,6.9,16.4,3.9,0.0,13.0,189.23,6.0,22.6,12.0,6.4,50.0,19.52,307.12,-117.89,14.47,4.97,-43.13,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01597,Gujarat,Western,Cattle,Red_Sindhi,Indigenous_Zebu,75,430.1,5,Late,280,0,8.12,4.76,7.7,16.5,5.3,20.0,15.0,233.45,6.1,21.3,0.0,4.4,50.0,13.71,211.01,22.44,8.54,5.13,51.04,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01598,Maharashtra,Western,Buffalo,Murrah,Buffalo,93,550.3,4,Late,228,1,8.07,6.83,6.1,12.3,5.2,0.0,12.63,208.01,5.3,15.8,0.0,5.2,50.0,12.61,213.71,-5.7,9.03,7.03,38.0,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01599,Karnataka,Southern,Cattle,Jersey_Cross,Crossbred,40,455.8,4,Mid,168,0,12.97,4.4,9.0,17.0,3.8,30.0,14.92,206.1,8.1,21.9,12.0,6.4,50.0,21.27,321.33,-115.23,14.25,4.6,-55.19,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01600,Karnataka,Southern,Cattle,Sahiwal,Indigenous_Zebu,57,465.6,4,Late,278,0,16.5,4.57,9.3,18.2,3.2,30.0,14.89,195.39,8.0,22.7,12.0,7.8,50.0,22.6,358.74,-163.35,18.09,4.93,-76.88,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01601,Tamil_Nadu,Southern,Buffalo,Jaffarabadi,Buffalo,53,601.2,4,Early,17,0,10.48,7.47,8.4,17.5,5.0,0.0,15.56,231.5,6.7,24.5,0.0,6.4,50.0,16.69,274.55,-43.05,12.04,7.86,35.01,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01602,Andhra_Pradesh,Southern,Cattle,Tharparkar,Indigenous_Zebu,79,370.9,3,Early,89,0,9.24,4.7,9.2,21.2,4.6,30.0,16.66,237.64,7.7,30.1,12.0,4.9,50.0,21.2,297.37,-59.73,10.58,5.07,6.85,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01603,Karnataka,Southern,Buffalo,Murrah,Buffalo,92,537.1,2,Late,220,0,13.31,6.94,8.1,19.5,4.7,20.0,15.42,227.45,6.5,27.5,0.0,7.9,50.0,18.46,318.65,-91.2,14.48,7.33,-24.15,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01604,Gujarat,Western,Buffalo,Jaffarabadi,Buffalo,52,536.2,5,Early,77,0,14.01,7.83,7.1,17.4,5.7,30.0,15.0,242.13,5.7,24.5,0.0,8.2,50.0,17.41,313.85,-71.72,15.41,8.17,2.44,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01605,Punjab,Northern,Cattle,Red_Sindhi,Indigenous_Zebu,106,405.6,5,Late,233,0,11.23,4.64,5.6,11.9,2.9,0.0,10.03,143.58,5.0,16.2,8.0,5.7,50.0,15.43,253.34,-109.76,12.32,4.85,-57.99,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01606,Punjab,Northern,Buffalo,Jaffarabadi,Buffalo,88,587.8,6,Mid,120,0,12.85,7.06,8.8,14.1,5.7,30.0,15.87,247.62,7.7,18.9,12.0,7.6,50.0,21.39,342.93,-95.31,13.74,7.44,-40.61,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01607,Punjab,Northern,Cattle,HF_Cross,Crossbred,56,473.6,5,Mid,161,0,14.75,3.89,8.7,10.4,4.5,0.0,13.96,205.13,6.6,12.9,8.0,7.1,50.0,17.47,294.48,-89.35,16.32,4.28,-4.23,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01608,Tamil_Nadu,Southern,Cattle,Gir,Indigenous_Zebu,104,450.6,3,Late,263,0,10.04,4.47,6.2,17.4,4.5,0.0,13.11,201.78,5.3,22.1,8.0,5.2,50.0,16.43,255.57,-53.79,10.64,4.65,-23.33,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01609,Maharashtra,Western,Cattle,Tharparkar,Indigenous_Zebu,106,415.8,6,Late,231,0,12.91,4.7,7.3,19.5,4.4,0.0,14.43,212.05,6.0,25.9,8.0,6.4,50.0,18.9,300.38,-88.33,14.64,5.06,-1.51,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01610,Madhya_Pradesh,Central,Buffalo,Jaffarabadi,Buffalo,102,644.6,2,Mid,173,0,18.0,7.85,6.5,12.3,3.6,20.0,11.55,171.01,5.3,16.4,0.0,10.2,50.0,17.23,345.03,-174.02,20.43,8.07,-63.7,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01611,Andhra_Pradesh,Southern,Cattle,HF_Cross,Crossbred,41,497.6,1,Late,208,1,21.94,4.01,6.8,21.5,4.1,0.0,14.11,204.9,6.0,29.8,0.0,10.0,50.0,20.36,374.56,-169.66,24.06,4.31,-60.23,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01612,Maharashtra,Western,Buffalo,Murrah,Buffalo,99,556.2,1,Mid,197,1,13.36,7.0,6.5,20.9,5.4,30.0,14.89,237.53,5.7,27.9,12.0,7.9,50.0,21.66,355.53,-118.0,14.64,7.17,-59.4,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01613,Maharashtra,Western,Cattle,Red_Sindhi,Indigenous_Zebu,67,437.8,5,Mid,157,0,12.79,4.84,9.3,12.1,4.4,0.0,14.75,210.77,7.0,16.1,0.0,6.3,50.0,15.19,255.72,-44.95,14.5,5.02,30.47,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01614,Haryana,Northern,Cattle,HF_Cross,Crossbred,98,487.7,4,Late,270,0,17.37,3.66,8.5,18.3,4.6,0.0,15.45,223.61,7.0,23.3,0.0,8.1,50.0,18.25,318.36,-94.75,19.91,3.96,25.66,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01615,Punjab,Northern,Buffalo,Jaffarabadi,Buffalo,60,605.0,4,Mid,183,1,10.81,7.16,5.8,20.9,3.3,30.0,12.37,177.68,4.9,29.3,8.0,6.6,50.0,18.77,304.81,-127.13,12.12,7.53,-59.41,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01616,Karnataka,Southern,Cattle,Red_Sindhi,Indigenous_Zebu,48,388.2,5,Early,73,0,8.31,4.78,8.4,15.5,4.9,0.0,15.07,224.5,7.4,21.6,8.0,4.5,50.0,17.59,252.02,-27.52,9.28,4.98,16.76,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01617,Karnataka,Southern,Cattle,Red_Sindhi,Indigenous_Zebu,91,395.2,1,Late,209,0,13.84,4.59,8.8,15.4,4.1,30.0,14.69,208.88,7.1,21.9,0.0,6.7,50.0,16.8,279.63,-70.75,14.73,4.9,-18.66,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01618,Maharashtra,Western,Buffalo,Jaffarabadi,Buffalo,39,640.2,1,Mid,125,1,16.01,7.54,6.5,14.3,5.6,30.0,13.75,228.21,5.1,18.8,12.0,9.2,50.0,20.47,364.81,-136.6,17.43,7.91,-56.84,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01619,Haryana,Northern,Cattle,Gir,Indigenous_Zebu,99,427.9,4,Early,22,0,11.68,4.73,9.2,10.5,5.1,30.0,14.97,227.1,7.5,12.7,0.0,5.9,50.0,14.6,241.59,-14.49,13.08,4.97,51.27,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01620,Tamil_Nadu,Southern,Cattle,Kankrej,Indigenous_Zebu,37,430.9,5,Late,212,1,7.54,4.45,6.6,12.8,2.7,0.0,10.93,147.86,5.2,18.1,0.0,4.2,50.0,12.08,192.02,-44.16,8.12,4.76,-12.05,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01621,Tamil_Nadu,Southern,Cattle,Red_Sindhi,Indigenous_Zebu,89,362.2,2,Early,45,0,10.52,4.83,8.5,20.7,5.8,0.0,17.01,260.09,7.4,25.4,8.0,5.4,50.0,19.16,283.78,-23.69,11.46,5.18,28.07,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01622,Madhya_Pradesh,Central,Cattle,Tharparkar,Indigenous_Zebu,68,434.6,3,Late,244,0,10.05,4.63,9.4,12.6,6.0,0.0,16.38,254.22,8.2,16.8,8.0,5.2,50.0,17.98,265.66,-11.44,10.85,4.79,25.9,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01623,Punjab,Northern,Cattle,HF_Cross,Crossbred,44,547.6,5,Early,68,0,16.82,3.78,6.1,11.9,2.7,20.0,10.3,143.73,4.7,15.0,12.0,7.9,50.0,18.18,319.65,-175.92,18.4,4.09,-93.06,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01624,Punjab,Northern,Buffalo,Murrah,Buffalo,106,571.2,3,Mid,199,0,8.34,7.6,8.4,11.0,2.9,0.0,12.37,162.6,7.0,15.2,0.0,5.4,50.0,14.2,230.34,-67.74,8.97,7.87,-34.11,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01625,Karnataka,Southern,Buffalo,Jaffarabadi,Buffalo,72,587.7,1,Mid,195,1,10.21,7.81,7.0,18.4,3.2,20.0,12.86,177.78,6.3,24.2,12.0,6.3,50.0,20.02,310.29,-132.51,11.61,8.18,-62.13,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01626,Tamil_Nadu,Southern,Buffalo,Murrah,Buffalo,85,482.7,1,Mid,181,0,13.57,7.56,6.6,14.6,3.4,0.0,11.92,170.02,5.7,20.0,0.0,8.0,50.0,16.33,298.75,-128.73,14.48,7.73,-84.3,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01627,Haryana,Northern,Buffalo,Mehsana,Buffalo,102,479.3,4,Mid,109,0,9.46,7.41,6.3,14.5,4.0,20.0,12.17,184.75,5.6,18.1,0.0,5.9,50.0,13.97,239.22,-54.47,10.29,7.56,-16.76,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01628,Punjab,Northern,Cattle,Tharparkar,Indigenous_Zebu,82,402.9,6,Mid,173,1,13.24,4.74,9.2,17.0,5.2,30.0,16.36,244.0,7.2,21.5,12.0,6.5,50.0,20.47,316.3,-72.3,14.07,4.93,-30.07,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01629,Haryana,Northern,Cattle,Gir,Indigenous_Zebu,69,446.9,2,Late,261,1,11.71,4.43,6.6,20.2,5.1,0.0,14.57,226.54,5.2,27.6,0.0,5.9,50.0,15.51,257.12,-30.58,12.85,4.73,28.16,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01630,Madhya_Pradesh,Central,Cattle,Red_Sindhi,Indigenous_Zebu,38,373.3,4,Mid,141,1,11.76,4.59,9.2,12.3,2.7,20.0,13.17,167.86,7.3,15.0,12.0,5.9,50.0,18.72,287.15,-119.29,13.1,4.98,-47.93,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01631,Maharashtra,Western,Buffalo,Jaffarabadi,Buffalo,73,509.1,4,Early,39,0,14.25,7.41,8.4,13.1,2.8,0.0,12.7,164.62,6.9,17.9,0.0,8.3,50.0,17.26,310.93,-146.31,15.75,7.59,-77.97,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01632,Tamil_Nadu,Southern,Cattle,Sahiwal,Indigenous_Zebu,32,443.4,5,Early,54,0,10.61,4.28,8.1,15.3,3.5,0.0,13.5,185.41,6.1,18.5,12.0,5.4,50.0,17.89,272.85,-87.44,11.25,4.5,-53.22,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01633,Haryana,Northern,Cattle,Kankrej,Indigenous_Zebu,50,410.5,2,Mid,109,0,13.67,4.48,6.5,16.3,4.9,0.0,13.52,212.01,4.9,19.9,0.0,6.7,50.0,14.42,258.73,-46.72,14.51,4.77,2.03,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01634,Andhra_Pradesh,Southern,Buffalo,Murrah,Buffalo,87,611.7,1,Early,49,0,10.79,7.65,5.7,21.4,2.9,30.0,12.02,167.63,4.5,28.4,8.0,6.6,50.0,18.23,299.83,-132.2,11.63,8.01,-83.53,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01635,Maharashtra,Western,Buffalo,Murrah,Buffalo,80,517.7,6,Mid,103,0,8.66,7.09,6.9,20.2,5.4,0.0,15.11,236.59,6.0,26.1,0.0,5.5,50.0,15.57,249.42,-12.83,9.37,7.25,20.15,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01636,Punjab,Northern,Cattle,Tharparkar,Indigenous_Zebu,83,446.9,4,Early,39,0,8.07,4.63,9.0,12.2,4.6,20.0,14.68,215.54,7.5,17.4,0.0,4.4,50.0,14.19,212.93,2.61,9.27,5.01,62.3,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01637,Madhya_Pradesh,Central,Cattle,Kankrej,Indigenous_Zebu,86,444.9,1,Mid,108,0,12.99,4.37,9.1,17.2,2.6,20.0,13.97,175.29,7.8,24.5,0.0,6.4,50.0,17.68,282.8,-107.51,14.4,4.75,-32.04,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01638,Madhya_Pradesh,Central,Buffalo,Jaffarabadi,Buffalo,62,571.2,5,Mid,103,0,9.47,7.75,5.5,13.7,4.3,20.0,11.56,184.79,4.8,17.9,0.0,5.9,50.0,13.21,232.78,-47.99,10.83,8.12,19.72,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01639,Haryana,Northern,Cattle,Kankrej,Indigenous_Zebu,87,469.6,4,Mid,195,0,7.69,4.49,9.3,16.7,4.8,20.0,16.03,232.89,7.9,21.1,0.0,4.3,50.0,15.2,221.47,11.42,8.81,4.73,62.44,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01640,Andhra_Pradesh,Southern,Buffalo,Jaffarabadi,Buffalo,69,592.6,6,Mid,116,0,11.87,7.53,8.9,21.5,2.6,30.0,14.65,184.05,6.7,28.7,12.0,7.1,50.0,22.0,343.99,-159.94,13.58,7.68,-86.81,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01641,Haryana,Northern,Buffalo,Mehsana,Buffalo,87,547.1,3,Late,215,1,11.31,7.18,7.1,11.4,5.0,0.0,13.17,208.33,6.4,14.2,0.0,6.9,50.0,14.81,262.64,-54.31,12.96,7.34,16.68,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01642,Madhya_Pradesh,Central,Buffalo,Mehsana,Buffalo,56,491.2,5,Mid,196,1,9.04,6.68,6.0,13.7,3.8,30.0,11.56,176.34,5.3,18.0,12.0,5.7,50.0,17.34,273.55,-97.21,9.94,7.08,-47.11,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01643,Tamil_Nadu,Southern,Buffalo,Murrah,Buffalo,70,527.9,4,Mid,137,1,17.76,7.03,6.3,18.1,4.0,30.0,12.89,193.47,4.9,22.7,0.0,10.1,50.0,18.04,353.29,-159.82,20.06,7.3,-50.76,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01644,Tamil_Nadu,Southern,Cattle,Gir,Indigenous_Zebu,55,426.4,5,Early,15,0,8.09,4.59,6.8,18.1,4.7,30.0,13.97,215.42,5.7,21.9,8.0,4.4,50.0,16.03,237.33,-21.91,9.01,4.76,19.18,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01645,Madhya_Pradesh,Central,Cattle,Sahiwal,Indigenous_Zebu,38,474.0,2,Late,216,0,16.02,4.46,8.5,13.5,3.6,20.0,13.59,188.65,7.0,18.8,12.0,7.6,50.0,20.74,337.46,-148.81,17.35,4.69,-82.31,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01646,Madhya_Pradesh,Central,Buffalo,Murrah,Buffalo,64,543.4,1,Mid,114,0,13.01,7.44,8.0,11.6,3.9,0.0,13.03,186.92,6.9,15.9,0.0,7.7,50.0,16.32,290.93,-104.01,14.19,7.61,-49.52,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01647,Maharashtra,Western,Cattle,Gir,Indigenous_Zebu,53,385.1,4,Late,299,0,14.22,4.79,6.8,18.3,3.4,20.0,12.84,181.26,5.5,26.3,0.0,6.9,50.0,16.42,282.51,-101.25,15.0,5.09,-53.61,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01648,Haryana,Northern,Buffalo,Mehsana,Buffalo,38,495.2,6,Early,36,0,14.36,6.58,6.3,18.3,5.7,0.0,14.46,235.71,5.0,24.0,12.0,8.4,50.0,20.7,354.7,-118.99,15.49,6.95,-53.12,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01649,Tamil_Nadu,Southern,Buffalo,Murrah,Buffalo,31,529.3,3,Late,251,1,13.53,7.13,7.4,13.4,2.5,30.0,11.59,152.38,5.7,18.4,12.0,8.0,50.0,19.85,337.23,-184.85,14.59,7.38,-129.98,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01650,Andhra_Pradesh,Southern,Buffalo,Jaffarabadi,Buffalo,50,646.8,4,Late,226,1,15.81,7.17,7.7,20.2,2.6,0.0,13.31,169.79,6.6,25.0,0.0,9.1,50.0,19.13,345.1,-175.31,16.89,7.48,-113.33,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01651,Andhra_Pradesh,Southern,Cattle,Red_Sindhi,Indigenous_Zebu,35,372.6,2,Mid,94,0,9.72,4.64,8.5,19.5,3.1,0.0,14.34,187.25,6.5,25.9,8.0,5.1,50.0,18.18,270.33,-83.08,10.35,4.83,-51.27,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01652,Haryana,Northern,Cattle,Sahiwal,Indigenous_Zebu,85,395.8,4,Late,271,1,10.24,4.23,9.3,11.0,4.4,30.0,14.53,210.75,8.3,14.5,0.0,5.3,50.0,15.14,235.95,-25.2,11.2,4.62,28.75,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01653,Madhya_Pradesh,Central,Cattle,HF_Cross,Crossbred,92,507.1,3,Mid,153,1,22.5,3.94,6.2,13.6,5.1,20.0,12.89,210.62,4.9,17.4,0.0,10.2,50.0,17.07,344.23,-133.61,25.73,4.11,6.63,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01654,Haryana,Northern,Buffalo,Mehsana,Buffalo,106,525.2,6,Mid,131,0,9.76,6.97,8.2,14.6,5.3,30.0,15.07,233.82,6.4,20.3,12.0,6.1,50.0,19.15,297.26,-63.44,10.54,7.28,-20.73,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01655,Andhra_Pradesh,Southern,Cattle,HF_Cross,Crossbred,60,495.3,4,Late,222,1,24.75,3.79,9.3,17.9,4.5,0.0,16.0,226.13,7.0,25.3,8.0,11.1,50.0,23.91,428.76,-202.63,28.17,3.98,-51.26,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01656,Tamil_Nadu,Southern,Cattle,Sahiwal,Indigenous_Zebu,64,426.5,4,Late,241,1,12.05,4.48,8.5,17.0,2.8,0.0,13.57,173.95,6.9,23.2,0.0,6.0,50.0,16.25,262.79,-88.84,13.42,4.87,-15.84,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01657,Karnataka,Southern,Cattle,Tharparkar,Indigenous_Zebu,35,425.1,1,Late,276,1,12.95,4.54,6.4,21.0,4.0,0.0,13.56,198.2,5.0,25.9,0.0,6.4,50.0,15.44,264.88,-66.68,14.66,4.79,12.96,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01658,Madhya_Pradesh,Central,Cattle,Kankrej,Indigenous_Zebu,33,418.9,3,Early,75,0,7.02,4.67,6.0,10.5,2.7,20.0,9.93,139.9,5.4,14.9,12.0,4.0,50.0,15.28,223.28,-83.38,7.39,4.94,-61.34,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01659,Madhya_Pradesh,Central,Cattle,Red_Sindhi,Indigenous_Zebu,98,420.5,4,Mid,163,0,10.46,4.55,9.0,21.1,3.4,0.0,15.38,202.32,7.9,29.1,12.0,5.4,50.0,21.63,309.67,-107.35,11.5,4.83,-54.95,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01660,Haryana,Northern,Buffalo,Jaffarabadi,Buffalo,76,555.0,6,Late,233,0,14.0,7.93,8.4,21.9,5.7,0.0,17.07,259.38,6.8,28.6,0.0,8.2,50.0,19.22,331.12,-71.74,14.86,8.23,-21.23,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01661,Gujarat,Western,Cattle,Kankrej,Indigenous_Zebu,108,468.6,5,Late,240,0,9.98,4.62,5.9,20.3,3.6,0.0,12.61,182.51,4.6,26.6,8.0,5.2,50.0,16.7,260.22,-77.71,10.57,4.94,-41.76,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01662,Gujarat,Western,Cattle,Sahiwal,Indigenous_Zebu,85,474.1,1,Late,207,1,15.54,4.38,6.0,20.6,4.0,0.0,13.12,194.32,4.5,25.4,0.0,7.4,50.0,15.79,286.03,-91.71,16.75,4.73,-22.28,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01663,Gujarat,Western,Buffalo,Jaffarabadi,Buffalo,109,524.5,4,Late,290,1,11.78,7.74,5.7,10.6,5.3,0.0,12.02,203.87,5.1,14.8,0.0,7.1,50.0,13.94,259.41,-55.54,13.2,7.94,8.98,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01664,Gujarat,Western,Buffalo,Murrah,Buffalo,67,614.1,4,Late,227,0,10.07,7.2,8.9,10.7,3.3,0.0,13.12,176.09,7.9,13.6,0.0,6.2,50.0,15.41,254.37,-78.28,10.79,7.5,-37.97,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01665,Karnataka,Southern,Cattle,Red_Sindhi,Indigenous_Zebu,37,362.3,2,Late,267,1,12.46,4.7,7.6,17.6,4.9,0.0,14.77,223.12,5.7,21.9,8.0,6.2,50.0,17.65,284.13,-61.01,13.35,4.92,-15.44,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01666,Gujarat,Western,Buffalo,Jaffarabadi,Buffalo,35,613.9,5,Mid,170,0,17.09,7.89,5.9,19.6,4.1,20.0,12.92,195.57,5.0,26.5,0.0,9.7,50.0,18.53,352.0,-156.43,19.28,8.06,-60.1,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01667,Tamil_Nadu,Southern,Cattle,Jersey_Cross,Crossbred,100,399.3,6,Late,266,1,15.68,4.37,7.9,17.8,3.2,30.0,13.55,184.01,6.0,22.7,12.0,7.5,50.0,20.53,335.94,-151.93,16.88,4.54,-94.85,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_01668,Maharashtra,Western,Cattle,Gir,Indigenous_Zebu,49,459.9,2,Late,250,1,13.15,4.76,6.0,13.8,2.8,20.0,10.68,149.76,4.9,18.7,0.0,6.5,50.0,14.0,250.89,-101.13,14.76,5.04,-23.42,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
