Cattle_ID,Breed,Region,Country,Climate_Zone,Management_System,Age_Months,Weight_kg,Parity,Lactation_Stage,Days_in_Milk,Feed_Type,Feed_Quantity_kg,Feeding_Frequency,Water_Intake_L,Walking_Distance_km,Grazing_Duration_hrs,Rumination_Time_hrs,Resting_Hours,Ambient_Temperature_C,Humidity_percent,Season,Housing_Score,FMD_Vaccine,Brucellosis_Vaccine,HS_Vaccine,BQ_Vaccine,Anthrax_Vaccine,IBR_Vaccine,BVD_Vaccine,Rabies_Vaccine,Previous_Week_Avg_Yield,Body_Condition_Score,Milking_Interval_hrs,Date,Farm_ID,Milk_Yield_L
CATTLE_076032,Gir,South_America,IN,Tropical,Extensive,136,263.7,1,Early,56,Hay,9.1,4,60.4,0.5,1.3,9.2,11.6,9.4,98.8,Monsoon,0.87,1,1,1,0,1,1,0,1,6.89,3.5,12,2024-04-15,FARM_0201,7.02
CATTLE_076047,Australian_Friesian_Sahiwal,Europe_NA,IN,Subtropical,Extensive,105,306.8,6,Mid,77,Dry_Fodder,5.0,2,56.5,2.24,8.0,9.5,12.9,38.6,42.2,Summer,0.5,1,1,1,1,1,0,0,1,9.4,3.0,12,2024-03-20,FARM_0583,7.83
CATTLE_076052,Guernsey,South_Asia,IN,Arid,Mixed,45,586.4,4,Late,331,Green_Fodder,18.8,2,71.8,4.47,10.0,9.2,11.3,7.5,67.0,Spring,0.5,0,1,1,1,1,0,1,1,14.04,2.5,12,2023-07-27,FARM_0117,14.82
CATTLE_076060,Tharparkar,Global,IN,Tropical,Pastoral,121,645.0,3,Late,235,Mixed_Feed,6.8,4,64.0,3.27,3.4,7.4,15.3,7.5,27.6,Winter,0.58,0,0,1,0,1,1,1,0,2.63,2.5,12,2022-05-03,FARM_0478,4.23
CATTLE_076084,Africander,Oceania,IN,Subtropical,Semi_Intensive,37,697.0,5,Mid,122,Concentrates,12.0,5,57.1,4.18,9.1,6.7,12.4,3.3,53.1,Winter,0.78,1,0,1,1,1,0,1,1,8.8,3.0,12,2022-03-01,FARM_0589,6.8
CATTLE_076091,Norwegian_Red,Global,IN,Tropical,Pastoral,95,434.3,6,Early,292,Crop_Residues,12.8,2,63.1,4.28,6.3,6.7,14.5,15.1,32.9,Spring,0.91,0,1,1,1,1,0,0,0,12.29,3.5,6,2022-11-10,FARM_0484,13.28
CATTLE_076116,Tipo_Carora,Europe_NA,IN,Continental,Pastoral,98,630.1,2,Mid,44,Hay,11.9,2,43.7,4.88,10.3,11.3,11.5,27.4,35.0,Summer,0.85,1,0,0,1,1,1,1,1,4.29,3.5,6,2024-08-19,FARM_0654,5.38
CATTLE_076117,Kankrej,Africa,IN,Temperate,Extensive,30,660.9,4,Late,354,Green_Fodder,7.0,1,72.3,7.56,4.5,4.7,11.0,23.2,77.7,Autumn,0.92,1,0,0,1,1,0,1,1,1.08,3.5,6,2022-02-12,FARM_0736,3.06
CATTLE_076121,Hariana,South_Asia,IN,Arid,Mixed,95,706.9,2,Early,43,Green_Fodder,7.7,5,57.7,3.78,8.0,9.7,12.5,19.0,43.1,Winter,0.35,0,0,0,0,1,1,1,1,7.75,3.0,12,2022-09-06,FARM_0184,6.29
CATTLE_076141,Hariana,Africa,IN,Arid,Mixed,89,253.1,2,Early,21,Hay,12.9,1,64.8,1.15,6.6,10.0,14.0,25.7,58.2,Spring,0.62,1,0,0,1,0,1,0,1,8.69,4.0,12,2024-09-17,FARM_0808,6.59
CATTLE_076147,Jersey_Zebu_Cross,Oceania,IN,Mediterranean,Semi_Intensive,137,413.9,6,Late,264,Mixed_Feed,13.6,3,70.1,4.16,4.4,6.1,10.9,18.2,100.0,Winter,0.81,0,1,1,1,0,1,0,1,4.87,4.0,12,2024-10-30,FARM_0916,6.61
CATTLE_076153,Boran,Oceania,IN,Temperate,Semi_Intensive,111,485.4,5,Early,78,Green_Fodder,23.4,1,68.0,5.69,9.2,8.5,6.0,19.0,35.2,Autumn,0.47,0,1,1,1,1,0,0,0,6.45,3.5,8,2022-07-21,FARM_0466,3.96
CATTLE_076176,Tharparkar,South_America,IN,Temperate,Semi_Intensive,82,371.6,5,Mid,5,Dry_Fodder,18.0,4,68.7,6.01,4.4,10.5,8.8,23.6,70.3,Monsoon,0.78,1,1,1,1,1,1,1,0,10.28,4.0,8,2024-04-01,FARM_0332,11.07
CATTLE_076186,NDama,South_Asia,IN,Subtropical,Pastoral,98,552.4,6,Late,307,Mixed_Feed,14.9,1,33.1,6.85,1.3,4.0,7.7,32.3,54.5,Summer,0.36,1,1,0,1,1,1,1,0,0.79,3.5,12,2023-01-27,FARM_0342,0.0
CATTLE_076208,Holstein_Zebu_Cross,South_Asia,IN,Arid,Pastoral,31,392.8,5,Late,82,Crop_Residues,15.9,1,71.9,2.54,3.5,11.2,7.6,16.7,75.4,Winter,0.31,0,0,1,1,1,1,1,1,6.15,2.5,12,2022-09-29,FARM_0214,7.11
CATTLE_076214,Brown_Swiss,Global,IN,Mediterranean,Mixed,25,727.4,6,Late,205,Hay,12.2,4,41.5,6.74,11.7,9.1,11.5,35.2,66.3,Autumn,0.88,1,0,0,1,1,1,1,0,9.97,2.0,12,2024-01-17,FARM_0184,8.71
CATTLE_076254,Brown_Swiss,South_America,IN,Mediterranean,Pastoral,77,586.1,1,Early,315,Green_Fodder,10.2,2,90.5,4.81,3.1,5.5,9.2,-4.2,43.2,Monsoon,0.52,0,1,1,0,1,1,0,1,17.37,3.5,24,2022-11-13,FARM_0650,14.93
CATTLE_076257,Ankole,Oceania,IN,Continental,Pastoral,40,592.1,2,Late,100,Green_Fodder,7.5,3,50.9,0.58,7.7,6.1,5.9,38.1,28.4,Winter,0.83,1,0,1,0,1,0,0,0,1.69,3.5,12,2024-07-14,FARM_0248,3.48
CATTLE_076260,Australian_Milking_Zebu,Oceania,IN,Mediterranean,Semi_Intensive,110,253.5,3,Early,23,Green_Fodder,6.1,2,84.1,5.95,3.1,8.7,5.0,25.3,47.6,Winter,0.63,0,1,1,0,0,0,0,0,11.36,2.5,12,2024-11-27,FARM_0758,9.93
CATTLE_076266,Guernsey,South_America,IN,Tropical,Intensive,70,597.9,4,Late,156,Mixed_Feed,10.6,1,89.6,5.71,1.0,7.7,10.3,39.2,22.6,Winter,0.88,1,0,1,1,0,1,0,0,14.27,3.5,12,2023-10-18,FARM_0946,14.15
CATTLE_076269,Fleckvieh,South_Asia,IN,Continental,Extensive,88,729.4,2,Mid,331,Green_Fodder,14.5,2,100.6,7.69,7.0,8.6,10.1,26.3,49.7,Monsoon,0.66,1,1,0,1,1,0,1,0,15.53,3.0,12,2023-11-28,FARM_0486,16.58
CATTLE_076278,Boran,South_America,IN,Continental,Intensive,103,650.0,6,Mid,325,Pasture_Grass,7.8,2,41.2,3.92,9.9,12.7,11.2,18.3,73.7,Winter,0.87,1,1,1,0,0,1,1,1,2.89,4.5,8,2023-05-21,FARM_0484,3.78
CATTLE_076306,Butana,Oceania,IN,Continental,Pastoral,97,318.3,1,Mid,139,Silage,17.5,5,93.7,6.33,7.4,10.0,18.0,7.4,64.7,Monsoon,0.65,1,1,0,1,1,1,1,0,8.4,3.0,12,2023-04-18,FARM_0775,6.18
CATTLE_076312,Simmental,Europe_NA,IN,Arid,Pastoral,108,647.4,6,Mid,362,Green_Fodder,8.5,1,55.8,3.26,3.7,10.9,5.9,39.6,71.6,Monsoon,0.46,1,1,1,0,1,1,1,0,11.48,2.0,24,2024-08-16,FARM_0932,10.08
CATTLE_076319,Simmental,South_America,IN,Subtropical,Intensive,119,275.2,3,Mid,335,Silage,13.5,5,78.3,0.64,7.2,6.9,10.8,26.3,81.7,Summer,0.63,1,1,1,1,0,0,0,1,17.82,3.0,12,2023-03-23,FARM_0464,16.28
CATTLE_076335,Kankrej,South_Asia,IN,Mediterranean,Semi_Intensive,119,274.2,3,Mid,151,Concentrates,13.6,5,68.0,4.55,7.2,9.2,11.7,-5.4,79.6,Monsoon,0.55,1,1,0,1,1,0,0,0,8.1,3.5,8,2024-02-03,FARM_0705,7.92
CATTLE_076374,Danish_Red,Global,IN,Temperate,Intensive,68,516.6,6,Late,84,Concentrates,12.0,2,72.2,5.18,1.9,8.0,14.7,15.6,53.4,Winter,0.51,0,1,1,1,0,1,1,0,6.98,3.5,12,2022-07-05,FARM_0890,4.58
CATTLE_076378,Boran,Africa,IN,Tropical,Semi_Intensive,45,563.1,5,Early,91,Crop_Residues,13.2,5,50.2,6.17,14.0,7.5,18.0,3.7,100.0,Winter,0.6,1,0,1,1,1,1,0,1,5.46,3.5,12,2022-02-15,FARM_0279,4.67
CATTLE_076422,Holstein-Friesian,Europe_NA,IN,Mediterranean,Semi_Intensive,43,455.6,3,Mid,67,Mixed_Feed,10.5,1,61.9,4.5,3.4,12.7,11.3,15.5,66.8,Winter,0.94,1,1,0,1,1,1,0,0,27.56,3.5,12,2023-01-30,FARM_0629,29.15
CATTLE_076425,Guernsey,Africa,IN,Subtropical,Intensive,53,484.0,4,Late,97,Concentrates,10.4,1,33.9,2.89,12.2,11.0,11.4,28.4,100.0,Summer,0.77,1,1,0,1,1,1,0,0,6.06,3.5,12,2022-07-06,FARM_0717,7.92
CATTLE_076448,Rathi,Europe_NA,IN,Subtropical,Mixed,24,517.2,1,Early,224,Green_Fodder,14.8,4,82.1,8.15,5.5,5.0,9.8,9.2,61.4,Winter,0.89,1,0,0,0,0,1,1,1,4.94,2.0,12,2023-04-06,FARM_0181,6.24
CATTLE_076453,Ankole,South_Asia,IN,Tropical,Mixed,112,704.8,6,Late,66,Hay,15.1,4,95.7,5.32,4.9,6.2,8.2,0.6,26.7,Winter,0.93,0,1,1,0,0,1,0,0,2.52,3.5,12,2023-09-18,FARM_0435,4.32
CATTLE_076461,Normande,Africa,IN,Temperate,Intensive,68,624.1,5,Mid,121,Crop_Residues,17.9,2,59.3,7.03,4.1,7.7,14.0,-3.7,67.7,Summer,0.72,1,1,0,1,0,0,0,1,16.31,4.0,12,2023-11-15,FARM_0589,16.24
CATTLE_076469,Girolando,Africa,IN,Mediterranean,Semi_Intensive,102,491.6,2,Early,311,Pasture_Grass,11.7,4,56.7,6.52,5.7,8.9,7.7,38.2,71.3,Spring,0.4,1,1,1,0,0,1,1,1,13.23,3.0,12,2024-02-28,FARM_0444,13.65
CATTLE_076480,Ongole,South_America,IN,Mediterranean,Semi_Intensive,125,728.7,6,Mid,155,Crop_Residues,16.9,5,40.5,1.02,2.9,11.2,11.3,2.0,42.5,Spring,0.52,1,1,1,1,1,1,1,0,5.25,3.5,12,2022-12-17,FARM_0002,3.75
CATTLE_076500,Jersey,Global,IN,Mediterranean,Extensive,30,257.1,5,Late,241,Hay,12.9,1,90.3,3.69,4.3,5.9,8.2,27.8,93.6,Autumn,0.68,0,1,0,1,1,0,0,1,8.82,3.5,8,2024-05-20,FARM_0158,6.55
CATTLE_076530,Red_Sindhi,South_Asia,IN,Continental,Pastoral,73,479.8,6,Late,132,Hay,11.1,5,66.1,3.32,2.1,7.8,5.0,16.5,87.4,Spring,0.41,1,0,1,1,1,1,1,1,6.5,4.0,12,2024-05-04,FARM_0202,6.9
CATTLE_076534,Holstein-Friesian,Oceania,IN,Tropical,Intensive,62,585.6,5,Mid,336,Crop_Residues,20.2,5,48.2,3.78,8.1,8.5,7.2,37.7,77.4,Autumn,0.38,1,1,1,0,0,1,1,0,15.94,3.0,12,2022-06-21,FARM_0510,12.67
CATTLE_076536,Australian_Friesian_Sahiwal,Europe_NA,IN,Continental,Intensive,40,561.2,1,Late,346,Mixed_Feed,13.3,3,101.0,4.52,6.4,4.4,5.7,12.3,62.0,Autumn,0.41,0,0,1,1,1,1,0,0,6.68,3.5,12,2022-08-21,FARM_0363,7.89
CATTLE_076540,Girolando,Oceania,IN,Subtropical,Extensive,77,749.3,4,Late,138,Mixed_Feed,13.8,4,78.4,1.29,1.9,11.4,8.9,35.3,84.2,Summer,0.59,1,1,1,1,1,1,1,1,16.87,2.0,12,2022-08-13,FARM_0328,14.44
CATTLE_076541,Kankrej,Oceania,IN,Continental,Semi_Intensive,127,718.9,5,Mid,246,Mixed_Feed,8.6,2,53.8,2.18,4.4,7.1,11.6,24.8,40.2,Monsoon,0.64,1,0,0,1,0,1,1,1,8.18,3.0,12,2024-11-26,FARM_0586,8.59
CATTLE_076556,Australian_Friesian_Sahiwal,South_America,IN,Tropical,Semi_Intensive,84,700.8,3,Mid,19,Dry_Fodder,9.3,4,50.6,4.7,3.5,8.1,15.0,34.9,65.1,Monsoon,0.76,0,1,0,0,0,1,1,0,16.01,3.5,12,2024-10-31,FARM_0481,14.28
CATTLE_076586,Boran,South_America,IN,Temperate,Extensive,136,312.8,2,Early,346,Silage,5.1,5,51.6,3.58,1.7,7.5,5.2,20.2,82.2,Spring,0.31,0,1,0,0,0,1,1,1,2.51,3.5,12,2023-06-23,FARM_0805,2.29
CATTLE_076594,Norwegian_Red,Africa,IN,Tropical,Pastoral,135,349.7,6,Mid,233,Silage,4.8,1,53.4,2.8,8.6,8.4,12.5,25.3,83.7,Autumn,0.84,0,1,0,1,1,0,1,1,13.8,3.5,12,2024-05-23,FARM_0522,13.92
CATTLE_076609,Zebu_Cross_Brazil,South_Asia,IN,Tropical,Mixed,136,404.2,6,Mid,141,Silage,13.0,1,81.0,2.24,5.2,10.2,11.0,15.1,37.8,Monsoon,0.62,0,1,1,1,0,1,0,1,9.77,3.0,12,2024-03-28,FARM_0169,7.8
CATTLE_076621,Fleckvieh,Global,IN,Subtropical,Semi_Intensive,100,463.1,4,Mid,263,Concentrates,11.5,5,28.3,3.39,7.6,7.1,5.9,15.5,37.7,Autumn,0.41,1,1,0,1,1,0,0,1,6.71,4.5,12,2022-05-01,FARM_0374,8.52
CATTLE_076628,Exotic_Local_Cross,Global,IN,Mediterranean,Semi_Intensive,61,295.3,6,Late,231,Dry_Fodder,6.3,1,67.3,5.53,7.4,9.4,7.7,7.5,94.3,Spring,0.43,0,1,1,1,1,1,0,1,7.58,3.5,24,2023-06-15,FARM_0159,7.07
CATTLE_076633,Girolando,South_America,IN,Mediterranean,Semi_Intensive,135,597.3,6,Late,258,Pasture_Grass,16.4,1,90.3,6.31,8.3,7.1,15.7,27.9,65.5,Spring,0.83,0,1,1,0,1,1,0,1,2.18,3.0,12,2022-09-07,FARM_0141,3.0
CATTLE_076643,Hariana,Europe_NA,IN,Temperate,Extensive,35,619.3,1,Mid,41,Crop_Residues,7.5,4,79.9,1.97,5.1,7.6,13.2,40.8,38.6,Summer,0.77,0,0,0,1,1,0,1,1,7.88,4.0,8,2022-12-25,FARM_0509,8.92
CATTLE_076659,Guernsey,Global,IN,Arid,Pastoral,127,716.6,2,Early,105,Crop_Residues,11.3,2,80.9,4.65,7.8,7.5,11.3,14.8,85.8,Autumn,0.73,0,1,0,1,0,0,0,0,3.76,3.0,8,2022-09-18,FARM_0149,4.59
CATTLE_076676,Gir,South_America,IN,Temperate,Extensive,63,281.0,2,Early,171,Mixed_Feed,9.3,5,92.1,0.5,5.5,8.3,9.1,32.0,78.2,Winter,0.84,0,1,0,1,0,1,1,1,13.98,3.5,8,2022-01-31,FARM_0154,13.57
CATTLE_076696,Illawarra_Shorthorn,Global,IN,Tropical,Mixed,35,525.1,3,Mid,4,Mixed_Feed,13.4,4,60.1,7.22,10.7,8.8,11.9,21.3,87.3,Summer,0.33,1,1,0,1,1,1,1,1,8.21,3.0,8,2023-03-16,FARM_0200,7.65
CATTLE_076741,Normande,South_Asia,IN,Temperate,Extensive,128,693.7,3,Late,170,Dry_Fodder,11.6,1,62.8,4.79,6.5,7.5,11.3,9.7,64.7,Summer,0.57,1,1,0,1,0,1,1,1,9.49,4.5,12,2024-02-21,FARM_0736,12.0
CATTLE_076744,Butana,Europe_NA,IN,Continental,Extensive,120,668.8,4,Mid,119,Silage,14.4,1,81.0,4.69,7.5,8.1,11.8,24.5,84.3,Winter,0.66,1,0,1,1,1,1,0,0,6.7,3.5,12,2023-06-06,FARM_0927,7.33
CATTLE_076764,Ongole,South_America,IN,Continental,Pastoral,114,278.7,5,Early,96,Crop_Residues,5.9,5,59.7,0.62,7.4,6.8,9.2,31.3,54.5,Summer,0.77,0,1,1,1,0,1,1,0,2.64,3.5,24,2022-12-18,FARM_0199,1.81
CATTLE_076782,Danish_Red,Oceania,IN,Subtropical,Mixed,129,748.2,1,Mid,107,Mixed_Feed,8.9,1,48.2,5.49,6.8,6.7,15.3,4.6,64.9,Summer,0.58,0,0,1,1,1,1,1,1,19.93,3.5,12,2023-01-22,FARM_0154,20.64
CATTLE_076791,Tharparkar,Africa,IN,Mediterranean,Pastoral,89,423.5,3,Early,74,Pasture_Grass,14.9,3,66.2,2.81,9.4,11.2,11.0,30.6,53.7,Monsoon,0.78,0,0,1,0,0,1,0,1,14.47,3.5,12,2022-02-01,FARM_0279,13.82
CATTLE_076794,Tipo_Carora,Global,IN,Continental,Semi_Intensive,46,316.3,3,Mid,45,Pasture_Grass,10.9,2,56.1,2.8,2.6,10.1,11.5,17.3,62.2,Monsoon,0.76,1,1,0,0,0,1,1,0,10.64,3.0,12,2022-04-21,FARM_0779,6.86
CATTLE_076803,Holstein_Zebu_Cross,Africa,IN,Subtropical,Intensive,79,375.7,2,Early,317,Pasture_Grass,16.4,2,67.9,1.61,5.4,6.1,8.5,39.1,80.8,Summer,0.64,0,1,1,1,1,1,0,1,14.11,3.0,12,2022-05-31,FARM_0782,13.04
CATTLE_076827,Krishna_Valley,Global,IN,Continental,Pastoral,81,555.2,5,Early,349,Concentrates,9.1,4,43.8,1.09,1.0,4.0,11.3,37.4,55.9,Autumn,0.36,0,1,1,1,1,0,0,1,2.4,3.0,8,2023-10-24,FARM_0175,1.41
CATTLE_076851,Sahiwal,Europe_NA,IN,Temperate,Extensive,124,283.3,4,Late,61,Pasture_Grass,20.0,1,59.7,4.29,1.1,5.6,7.6,17.5,37.8,Monsoon,0.41,1,1,1,1,0,1,1,1,8.24,3.0,12,2024-09-15,FARM_0786,7.08
CATTLE_076853,Illawarra_Shorthorn,Europe_NA,IN,Tropical,Intensive,128,388.1,1,Mid,2,Mixed_Feed,11.6,5,67.9,5.14,6.0,9.9,14.7,35.6,59.0,Autumn,0.41,0,1,0,1,0,0,1,1,0.0,3.5,6,2024-10-15,FARM_0472,0.0
CATTLE_076858,Exotic_Local_Cross,South_Asia,IN,Continental,Semi_Intensive,49,704.0,5,Mid,191,Silage,16.6,4,78.4,5.19,3.7,9.9,6.6,30.0,58.1,Monsoon,0.53,0,0,0,0,0,1,1,1,12.48,3.0,6,2022-03-17,FARM_0557,13.15
CATTLE_076859,Hariana,South_America,IN,Continental,Mixed,122,725.4,6,Late,292,Mixed_Feed,9.2,5,63.4,5.89,6.3,11.2,10.1,7.6,64.1,Autumn,0.32,1,0,0,1,0,1,1,0,1.01,4.0,12,2023-08-21,FARM_0726,0.85
CATTLE_076861,Guernsey,South_Asia,IN,Arid,Intensive,78,401.8,5,Mid,204,Dry_Fodder,14.9,3,79.1,0.5,8.9,12.4,12.0,9.9,59.8,Autumn,0.7,1,0,1,0,0,1,0,1,1.28,3.5,12,2024-03-07,FARM_0943,0.42
CATTLE_076883,Montbeliarde,South_America,IN,Subtropical,Intensive,143,498.8,1,Early,92,Pasture_Grass,5.0,4,79.2,3.12,3.5,9.6,8.2,17.2,44.0,Summer,0.65,1,0,0,1,1,0,1,0,13.32,3.5,6,2022-08-19,FARM_0448,15.73
CATTLE_076888,Gangatiri,Global,IN,Arid,Semi_Intensive,34,527.1,4,Late,6,Hay,10.4,3,97.4,4.23,6.1,10.6,15.6,13.7,84.0,Autumn,0.64,0,0,0,1,1,1,1,0,3.05,4.5,12,2022-11-23,FARM_0146,1.74
CATTLE_076889,Boran,Oceania,IN,Continental,Mixed,110,682.4,3,Early,146,Crop_Residues,14.3,1,47.7,6.56,14.0,9.3,10.8,33.9,10.0,Spring,0.75,1,0,1,0,1,0,0,1,6.77,2.5,6,2024-09-10,FARM_0562,3.93
CATTLE_076946,Holstein_Zebu_Cross,Africa,IN,Arid,Mixed,128,529.3,4,Early,50,Concentrates,9.0,1,55.7,3.33,5.1,8.7,10.5,38.5,92.6,Monsoon,0.74,1,1,0,0,0,1,1,0,16.82,3.5,12,2023-12-13,FARM_0996,16.86
CATTLE_076958,Holstein-Friesian,South_Asia,IN,Subtropical,Intensive,24,445.3,5,Late,110,Green_Fodder,16.1,3,70.2,0.5,5.7,7.6,7.0,18.1,60.4,Monsoon,0.63,0,0,1,1,0,1,1,0,16.75,3.5,6,2022-12-24,FARM_0234,18.85
CATTLE_076970,Hariana,Global,IN,Continental,Semi_Intensive,75,349.2,6,Late,13,Concentrates,20.0,4,56.3,4.45,1.1,9.5,12.6,17.0,54.5,Spring,0.44,0,0,1,1,1,0,1,0,0.93,3.5,12,2022-09-16,FARM_0497,2.88
CATTLE_076971,Red_Poll_Africa,Africa,IN,Continental,Extensive,24,684.6,3,Late,347,Silage,14.5,1,73.1,3.84,4.7,7.6,6.5,41.4,54.0,Winter,0.58,0,0,1,1,0,1,1,1,2.23,3.5,12,2024-04-03,FARM_0478,1.71
CATTLE_076981,Krishna_Valley,South_Asia,IN,Temperate,Extensive,47,688.3,6,Mid,145,Crop_Residues,13.6,2,67.4,9.14,6.7,8.4,17.2,5.1,100.0,Autumn,0.57,0,1,0,1,0,0,1,1,8.39,2.5,24,2023-06-18,FARM_0507,6.74
CATTLE_076992,White_Fulani,Europe_NA,IN,Tropical,Semi_Intensive,28,585.2,3,Mid,339,Concentrates,5.5,4,60.3,7.01,6.3,6.1,6.6,36.8,86.1,Monsoon,0.91,0,0,1,1,0,0,1,0,0.64,3.0,12,2022-05-05,FARM_0576,3.84
CATTLE_076994,Hariana,Africa,IN,Subtropical,Mixed,123,616.0,2,Early,111,Pasture_Grass,13.0,1,47.8,2.32,6.8,11.4,16.9,26.4,39.8,Autumn,0.92,0,0,1,0,1,1,0,1,5.72,2.5,12,2023-07-01,FARM_0744,6.03
CATTLE_077017,Gir,South_America,IN,Arid,Mixed,84,598.5,5,Late,62,Hay,15.0,4,66.3,4.91,5.2,7.7,8.2,12.4,54.9,Spring,0.39,0,1,0,0,1,1,0,1,2.75,3.5,12,2024-04-08,FARM_0430,1.42
CATTLE_077028,Butana,Oceania,IN,Subtropical,Extensive,71,361.4,4,Mid,144,Dry_Fodder,11.4,5,55.8,5.75,6.3,8.4,9.0,20.1,78.0,Autumn,0.6,1,1,0,0,1,1,0,1,8.34,3.5,12,2022-03-22,FARM_0229,7.95
CATTLE_077036,NDama,South_Asia,IN,Mediterranean,Extensive,78,719.6,1,Mid,43,Mixed_Feed,11.0,4,53.1,5.38,2.5,8.0,8.3,36.5,62.3,Monsoon,0.32,1,1,0,1,1,0,0,0,3.76,3.5,12,2023-09-09,FARM_0793,2.09
CATTLE_077038,Milking_Shorthorn,Global,IN,Arid,Extensive,72,315.2,2,Mid,146,Crop_Residues,13.7,4,39.2,3.95,4.3,5.9,10.4,15.4,26.3,Monsoon,0.8,0,1,0,1,0,1,1,1,8.19,2.5,12,2022-12-09,FARM_0645,8.71
CATTLE_077044,Kankrej,Global,IN,Tropical,Semi_Intensive,34,413.9,6,Early,246,Dry_Fodder,16.1,3,78.3,2.48,6.6,7.0,5.5,22.7,33.3,Autumn,0.41,1,1,1,0,1,0,1,1,1.91,3.5,12,2023-05-18,FARM_0112,4.78
CATTLE_077058,Red_Poll_Africa,Oceania,IN,Continental,Pastoral,135,591.5,4,Late,21,Mixed_Feed,10.5,1,103.2,3.36,3.9,6.3,5.2,36.4,78.3,Autumn,0.58,0,0,0,1,0,0,0,0,10.43,4.0,12,2023-11-18,FARM_0362,8.11
CATTLE_077062,Australian_Friesian_Sahiwal,Global,IN,Tropical,Pastoral,130,634.1,1,Mid,28,Crop_Residues,12.1,5,72.7,7.72,6.6,5.4,5.1,37.9,39.5,Autumn,0.53,1,0,1,1,0,1,1,1,7.39,3.5,12,2022-09-28,FARM_0328,6.67
CATTLE_077070,Norwegian_Red,South_America,IN,Tropical,Pastoral,100,422.9,3,Mid,297,Dry_Fodder,10.3,4,88.2,6.95,5.7,4.7,6.8,22.3,57.1,Summer,0.35,1,1,0,1,0,1,1,1,16.09,2.5,12,2022-05-07,FARM_0476,15.39
CATTLE_077077,Deoni,Global,IN,Tropical,Intensive,82,560.8,3,Mid,122,Crop_Residues,14.6,4,89.1,0.98,3.8,9.1,8.0,5.4,80.5,Spring,0.33,1,1,1,1,0,1,0,1,2.87,2.5,8,2024-03-20,FARM_0153,4.35
CATTLE_077080,NDama,Oceania,IN,Temperate,Extensive,114,395.7,3,Early,216,Green_Fodder,13.4,3,45.5,4.95,9.6,5.4,10.3,38.2,79.9,Monsoon,0.38,1,1,0,1,0,1,1,1,0.0,3.0,24,2023-02-16,FARM_0572,0.0
CATTLE_077094,Gangatiri,South_America,IN,Tropical,Semi_Intensive,50,742.5,2,Mid,334,Green_Fodder,19.1,3,79.7,4.7,4.2,6.6,11.7,25.9,69.6,Autumn,0.39,1,1,1,1,0,0,1,0,0.63,3.5,12,2022-08-11,FARM_0018,0.19
CATTLE_077097,Zebu_Cross_Brazil,Oceania,IN,Continental,Mixed,74,727.0,4,Early,30,Mixed_Feed,15.8,4,63.1,2.57,5.2,6.8,5.0,39.5,64.1,Summer,0.66,1,0,1,0,1,0,0,1,6.31,4.0,12,2024-12-12,FARM_0708,7.76
CATTLE_077116,Butana,Africa,IN,Temperate,Intensive,35,450.0,5,Early,186,Crop_Residues,7.8,3,31.4,5.43,7.7,7.0,10.9,30.5,44.9,Winter,0.49,1,0,1,1,0,1,0,1,4.53,3.5,24,2024-01-22,FARM_0542,2.34
CATTLE_077142,Deoni,Europe_NA,IN,Mediterranean,Pastoral,116,357.4,3,Late,104,Concentrates,8.1,5,112.3,1.11,1.3,8.8,13.9,39.5,71.2,Summer,0.42,1,0,0,1,1,0,0,0,1.86,3.5,12,2023-07-09,FARM_0165,5.0
CATTLE_077146,Normande,Africa,IN,Tropical,Intensive,32,311.7,4,Mid,303,Crop_Residues,3.6,2,61.1,3.26,10.7,9.0,7.1,20.2,100.0,Autumn,0.83,1,0,0,0,1,1,1,0,9.15,3.5,12,2024-12-22,FARM_0439,9.14
CATTLE_077149,Milking_Shorthorn,South_America,IN,Continental,Semi_Intensive,52,711.1,3,Early,316,Green_Fodder,9.2,1,57.5,0.98,8.7,8.0,16.4,22.1,78.3,Summer,0.84,1,1,1,1,1,1,0,1,12.03,3.0,12,2023-07-23,FARM_0633,11.18
CATTLE_077166,Illawarra_Shorthorn,Europe_NA,IN,Subtropical,Extensive,113,553.3,2,Mid,339,Mixed_Feed,17.6,5,75.9,2.08,7.8,7.0,5.0,35.1,67.8,Monsoon,0.64,1,1,1,1,1,1,1,0,9.85,4.0,12,2024-04-16,FARM_0890,7.51
CATTLE_077169,Red_Poll_Africa,Africa,IN,Continental,Extensive,42,456.9,6,Mid,240,Crop_Residues,17.5,1,63.4,4.73,8.6,9.9,8.2,22.5,79.0,Summer,0.77,0,1,1,1,0,1,1,1,8.85,3.5,12,2022-02-01,FARM_0625,7.26
CATTLE_077171,Ongole,South_America,IN,Temperate,Extensive,95,251.3,5,Mid,238,Silage,13.3,5,62.9,3.09,4.4,7.0,7.9,14.2,49.0,Winter,0.5,1,1,0,0,0,0,1,0,3.02,2.5,12,2023-12-07,FARM_0360,4.6
CATTLE_077177,Norwegian_Red,Europe_NA,IN,Continental,Pastoral,77,398.2,1,Late,38,Pasture_Grass,15.6,5,43.9,5.14,5.1,9.6,7.8,18.6,82.0,Spring,0.36,1,1,1,1,0,1,0,1,11.92,3.5,12,2024-08-19,FARM_0496,12.26
